name,form,unique_name,ndex,galar_dex,ioa_dex,ct_dex,paldea_dex,tm_dex,type1,type2,hp,atk,def,spa,spd,spe,egg_group1,egg_group2,gender_ratio,ability1,ability2,hidden_ability,egg_cycles,url
Dubwool,,dubwool,832,35,,4,,,Normal,,72,80,100,60,90,88,Field,,Equal,Fluffy,Steadfast,Bulletproof,15,https://pokemondb.net/pokedex/dubwool
Chewtle,,chewtle,833,42,56,,57,183,Water,,50,64,50,38,38,44,Monster,Water 1,Equal,Strong Jaw,Shell Armor,Swift Swim,20,https://pokemondb.net/pokedex/chewtle
Drednaw,,drednaw,834,43,57,,58,184,Water,Rock,90,115,90,48,68,74,Monster,Water 1,Equal,Strong Jaw,Shell Armor,Swift Swim,20,https://pokemondb.net/pokedex/drednaw
Yamper,,yamper,835,46,,155,,,Electric,,59,45,50,40,50,26,Field,,Equal,Ball Fetch,,Rattled,20,https://pokemondb.net/pokedex/yamper
Boltund,,boltund,836,47,,156,,,Electric,,69,90,60,90,60,121,Field,,Equal,Strong Jaw,,Competitive,20,https://pokemondb.net/pokedex/boltund
Rolycoly,,rolycoly,837,161,,176,91,,Rock,,30,40,50,40,50,30,Mineral,,Equal,Steam Engine,Heatproof,Flash Fire,15,https://pokemondb.net/pokedex/rolycoly
Carkol,,carkol,838,162,,177,92,,Rock,Fire,80,60,90,60,70,50,Mineral,,Equal,Steam Engine,Flame Body,Flash Fire,15,https://pokemondb.net/pokedex/carkol
Coalossal,,coalossal,839,163,,178,93,,Rock,Fire,110,80,120,80,90,30,Mineral,,Equal,Steam Engine,Flame Body,Flash Fire,15,https://pokemondb.net/pokedex/coalossal
Applin,,applin,840,205,19,,108,33,Grass,Dragon,40,40,80,40,40,20,Dragon,Grass,Equal,Ripen,Gluttony,Bulletproof,20,https://pokemondb.net/pokedex/applin
Flapple,,flapple,841,206,20,,109,34,Grass,Dragon,70,110,80,95,60,70,Dragon,Grass,Equal,Ripen,Gluttony,Hustle,20,https://pokemondb.net/pokedex/flapple
Appletun,,appletun,842,207,21,,110,35,Grass,Dragon,110,85,80,100,80,30,Dragon,Grass,Equal,Ripen,Gluttony,Thick Fat,20,https://pokemondb.net/pokedex/appletun
Silicobra,,silicobra,843,312,174,,270,,Ground,,52,57,75,35,50,46,Dragon,Field,Equal,Sand Spit,Shed Skin,Sand Veil,20,https://pokemondb.net/pokedex/silicobra
Sandaconda,,sandaconda,844,313,175,,271,,Ground,,72,107,125,65,70,71,Dragon,Field,Equal,Sand Spit,Shed Skin,Sand Veil,20,https://pokemondb.net/pokedex/sandaconda
Cramorant,,cramorant,845,309,93,,,185,Flying,Water,70,85,55,85,95,85,Flying,Water 1,Equal,Gulp Missile,,,20,https://pokemondb.net/pokedex/cramorant
Arrokuda,,arrokuda,846,180,96,,136,90,Water,,41,63,40,40,30,66,Water 2,,Equal,Swift Swim,,Propeller Tail,20,https://pokemondb.net/pokedex/arrokuda
Barraskewda,,barraskewda,847,181,97,,137,91,Water,,61,123,60,60,50,136,Water 2,,Equal,Swift Swim,,Propeller Tail,20,https://pokemondb.net/pokedex/barraskewda
Toxel,,toxel,848,310,,,198,,Electric,Poison,40,38,35,54,35,40,Undiscovered,,Equal,Rattled,Static,Klutz,25,https://pokemondb.net/pokedex/toxel
Toxtricity,Amped Form,toxtricity-amped,849,311,,,199,,Electric,Poison,75,98,70,114,70,75,Human-Like,,Equal,Punk Rock,Plus,Technician,25,https://pokemondb.net/pokedex/toxtricity
Toxtricity,Low Key Form,toxtricity-low-key,849,311,,,199,,Electric,Poison,75,98,70,114,70,75,Human-Like,,Equal,Punk Rock,Minus,Technician,25,https://pokemondb.net/pokedex/toxtricity
Sizzlipede,,sizzlipede,850,159,,99,,,Fire,Bug,50,65,45,50,50,45,Bug,,Equal,Flash Fire,White Smoke,Flame Body,20,https://pokemondb.net/pokedex/sizzlipede
Centiskorch,,centiskorch,851,160,,100,,,Fire,Bug,100,115,65,90,90,65,Bug,,Equal,Flash Fire,White Smoke,Flame Body,20,https://pokemondb.net/pokedex/centiskorch
Clobbopus,,clobbopus,852,351,129,,,,Fighting,,50,68,60,50,50,32,Human-Like,Water 1,Equal,Limber,,Technician,25,https://pokemondb.net/pokedex/clobbopus
Grapploct,,grapploct,853,352,130,,,,Fighting,,80,118,90,70,80,42,Human-Like,Water 1,Equal,Limber,,Technician,25,https://pokemondb.net/pokedex/grapploct
Sinistea,,sinistea,854,335,,132,237,,Ghost,,40,45,45,74,54,50,Amorphous,Mineral,Genderless,Weak Armor,,Cursed Body,20,https://pokemondb.net/pokedex/sinistea
Polteageist,,polteageist,855,336,,133,238,,Ghost,,60,65,65,134,114,70,Amorphous,Mineral,Genderless,Weak Armor,,Cursed Body,20,https://pokemondb.net/pokedex/polteageist
Hatenna,,hatenna,856,241,,40,282,92,Psychic,,42,30,45,56,53,39,Fairy,,Female only,Healer,Anticipation,Magic Bounce,20,https://pokemondb.net/pokedex/hatenna
Hattrem,,hattrem,857,242,,41,283,93,Psychic,,57,40,65,86,73,49,Fairy,,Female only,Healer,Anticipation,Magic Bounce,20,https://pokemondb.net/pokedex/hattrem
Hatterene,,hatterene,858,243,,42,284,94,Psychic,Fairy,57,90,95,136,103,29,Fairy,,Female only,Healer,Anticipation,Magic Bounce,20,https://pokemondb.net/pokedex/hatterene
Impidimp,,impidimp,859,238,,37,285,190,Dark,Fairy,45,45,30,55,40,50,Fairy,Human-Like,Male only,Prankster,Frisk,Pickpocket,20,https://pokemondb.net/pokedex/impidimp
Morgrem,,morgrem,860,239,,38,286,191,Dark,Fairy,65,60,45,75,55,70,Fairy,Human-Like,Male only,Prankster,Frisk,Pickpocket,20,https://pokemondb.net/pokedex/morgrem
Grimmsnarl,,grimmsnarl,861,240,,39,287,192,Dark,Fairy,95,120,65,95,75,60,Fairy,Human-Like,Male only,Prankster,Frisk,Pickpocket,20,https://pokemondb.net/pokedex/grimmsnarl
Obstagoon,,obstagoon,862,33,,73,,,Dark,Normal,93,90,101,60,81,95,Field,,Equal,Reckless,Guts,Defiant,15,https://pokemondb.net/pokedex/obstagoon
Perrserker,,perrserker,863,183,,,,,Steel,,70,110,100,50,60,50,Field,,Equal,Battle Armor,Tough Claws,Steely Spirit,20,https://pokemondb.net/pokedex/perrserker
Cursola,,cursola,864,237,,,,,Ghost,,60,95,50,145,130,30,Water 1,Water 3,Female 3:1,Weak Armor,,Perish Body,20,https://pokemondb.net/pokedex/cursola
Sirfetch'd,,sirfetchd,865,219,,,,,Fighting,,62,135,95,68,82,65,Field,Flying,Equal,Steadfast,,Scrappy,20,https://pokemondb.net/pokedex/sirfetchd
Mr. Rime,,mr-rime,866,366,,12,,,Ice,Psychic,80,85,75,110,100,70,Human-Like,,Equal,Tangled Feet,Screen Cleaner,Ice Body,25,https://pokemondb.net/pokedex/mr-rime
Runerigus,,runerigus,867,328,,,,,Ground,Ghost,58,95,145,50,105,30,Amorphous,Mineral,Equal,Wandering Spirit,,,25,https://pokemondb.net/pokedex/runerigus
Milcery,,milcery,868,185,,,,,Fairy,,45,40,40,50,61,34,Amorphous,Fairy,Female only,Sweet Veil,,Aroma Veil,20,https://pokemondb.net/pokedex/milcery
Alcremie,,alcremie,869,186,,,,,Fairy,,65,60,75,110,121,64,Amorphous,Fairy,Female only,Sweet Veil,,Aroma Veil,20,https://pokemondb.net/pokedex/alcremie
Falinks,,falinks,870,345,,,300,,Fighting,,65,100,100,70,60,75,Fairy,Mineral,Genderless,Battle Armor,,Defiant,25,https://pokemondb.net/pokedex/falinks
Pincurchin,,pincurchin,871,353,126,158,321,,Electric,,48,101,95,91,85,15,Amorphous,Water 1,Equal,Lightning Rod,,Electric Surge,20,https://pokemondb.net/pokedex/pincurchin
Snom,,snom,872,349,,1,350,,Ice,Bug,30,25,35,45,30,20,Bug,,Equal,Shield Dust,,Ice Scales,20,https://pokemondb.net/pokedex/snom
Frosmoth,,frosmoth,873,350,,2,351,,Ice,Bug,70,65,60,125,90,65,Bug,,Equal,Shield Dust,,Ice Scales,20,https://pokemondb.net/pokedex/frosmoth
Stonjourner,,stonjourner,874,369,,89,319,,Rock,,100,125,135,20,20,70,Mineral,,Equal,Power Spot,,,25,https://pokemondb.net/pokedex/stonjourner
Eiscue,Ice Face,eiscue-ice,875,370,,90,320,,Ice,,75,80,110,65,90,50,Field,Water 1,Equal,Ice Face,,,25,https://pokemondb.net/pokedex/eiscue
Eiscue,Noice Face,eiscue-noice,875,370,,90,320,,Ice,,75,80,70,65,50,130,Field,Water 1,Equal,Ice Face,,,25,https://pokemondb.net/pokedex/eiscue
Indeedee,Male,indeedee-male,876,337,,171,241,193,Psychic,Normal,60,65,55,105,95,95,Fairy,,Male only,Inner Focus,Synchronize,Psychic Surge,40,https://pokemondb.net/pokedex/indeedee
Indeedee,Female,indeedee-female,876,337,,171,241,193,Psychic,Normal,70,55,65,95,105,85,Fairy,,Male only,Own Tempo,Synchronize,Psychic Surge,40,https://pokemondb.net/pokedex/indeedee
Morpeko,Full Belly Mode,morpeko-full-belly,877,344,104,157,,95,Electric,Dark,58,95,58,70,58,97,Fairy,Field,Equal,Hunger Switch,,,10,https://pokemondb.net/pokedex/morpeko
Morpeko,Hangry Mode,morpeko-hangry,877,344,104,157,,95,Electric,Dark,58,95,58,70,58,97,Fairy,Field,Equal,Hunger Switch,,,10,https://pokemondb.net/pokedex/morpeko
Cufant,,cufant,878,302,,108,124,,Steel,,72,80,49,40,49,40,Field,Mineral,Equal,Sheer Force,,Heavy Metal,25,https://pokemondb.net/pokedex/cufant
Copperajah,,copperajah,879,303,,109,125,,Steel,,122,130,69,80,69,30,Field,Mineral,Equal,Sheer Force,,Heavy Metal,25,https://pokemondb.net/pokedex/copperajah
Dracozolt,,dracozolt,880,374,,,,,Electric,Dragon,90,100,90,80,70,75,Undiscovered,,Genderless,Volt Absorb,Hustle,Sand Rush,35,https://pokemondb.net/pokedex/dracozolt
Arctozolt,,arctozolt,881,375,,,,,Electric,Ice,90,100,90,90,80,55,Undiscovered,,Genderless,Volt Absorb,Static,Slush Rush,35,https://pokemondb.net/pokedex/arctozolt
Dracovish,,dracovish,882,376,,,,,Water,Dragon,90,90,100,70,80,75,Undiscovered,,Genderless,Water Absorb,Strong Jaw,Sand Rush,35,https://pokemondb.net/pokedex/dracovish
Arctovish,,arctovish,883,377,,,,,Water,Ice,90,90,100,80,90,55,Undiscovered,,Genderless,Water Absorb,Ice Body,Slush Rush,35,https://pokemondb.net/pokedex/arctovish
Duraludon,,duraludon,884,371,,,,,Steel,Dragon,70,95,115,120,50,85,Dragon,Mineral,Equal,Light Metal,Heavy Metal,Stalwart,30,https://pokemondb.net/pokedex/duraludon
Dreepy,,dreepy,885,395,,110,305,,Dragon,Ghost,28,60,30,40,30,82,Amorphous,Dragon,Equal,Clear Body,Infiltrator,Cursed Body,40,https://pokemondb.net/pokedex/dreepy
Drakloak,,drakloak,886,396,,111,306,,Dragon,Ghost,68,80,50,60,50,102,Amorphous,Dragon,Equal,Clear Body,Infiltrator,Cursed Body,40,https://pokemondb.net/pokedex/drakloak
Dragapult,,dragapult,887,397,,112,307,,Dragon,Ghost,88,120,75,100,75,142,Amorphous,Dragon,Equal,Clear Body,Infiltrator,Cursed Body,40,https://pokemondb.net/pokedex/dragapult
Zacian,Hero of Many Battles,zacian,888,398,,,,,Fairy,,92,120,115,80,115,138,Undiscovered,,Genderless,Intrepid Sword,,,120,https://pokemondb.net/pokedex/zacian
Zacian,Crowned Sword,zacian-crowned,888,398,,,,,Fairy,Steel,92,150,115,80,115,148,Undiscovered,,Genderless,Intrepid Sword,,,120,https://pokemondb.net/pokedex/zacian
Zamazenta,Hero of Many Battles,zamazenta,889,399,,,,,Fighting,,92,120,115,80,115,138,Undiscovered,,Genderless,Dauntless Shield,,,120,https://pokemondb.net/pokedex/zamazenta
Zamazenta,Crowned Shield,zamazenta-crowned,889,399,,,,,Fighting,Steel,92,120,140,80,140,128,Undiscovered,,Genderless,Dauntless Shield,,,120,https://pokemondb.net/pokedex/zamazenta
Eternatus,,eternatus,890,400,,,,,Poison,Dragon,140,85,95,145,95,130,Undiscovered,,Genderless,Pressure,,,120,https://pokemondb.net/pokedex/eternatus
Kubfu,,kubfu,891,,100,,,,Fighting,,60,90,60,53,50,72,Undiscovered,,Male 7:1,Inner Focus,,,120,https://pokemondb.net/pokedex/kubfu
Urshifu,Single Strike Style,urshifu-single,892,,101,,,,Fighting,Dark,100,130,100,63,60,97,Undiscovered,,Male 7:1,Unseen Fist,,,120,https://pokemondb.net/pokedex/urshifu
Urshifu,Rapid Strike Style,urshifu-rapid,892,,101,,,,Fighting,Water,100,130,100,63,60,97,Undiscovered,,Male 7:1,Unseen Fist,,,120,https://pokemondb.net/pokedex/urshifu
Zarude,,zarude,893,,211,,,,Dark,Grass,105,120,105,70,95,105,Undiscovered,,Genderless,Leaf Guard,,,120,https://pokemondb.net/pokedex/zarude
Regieleki,,regieleki,894,,,200,,,Electric,,80,100,50,100,50,200,Undiscovered,,Genderless,Transistor,,,120,https://pokemondb.net/pokedex/regieleki
Regidrago,,regidrago,895,,,201,,,Dragon,,200,100,50,100,50,80,Undiscovered,,Genderless,Dragon's Maw,,,120,https://pokemondb.net/pokedex/regidrago
Glastrier,,glastrier,896,,,208,,,Ice,,100,145,130,65,110,30,Undiscovered,,Genderless,Chilling Neigh,,,120,https://pokemondb.net/pokedex/glastrier
Spectrier,,spectrier,897,,,209,,,Ghost,,100,65,60,145,80,130,Undiscovered,,Genderless,Grim Neigh,,,120,https://pokemondb.net/pokedex/spectrier
Calyrex,,calyrex,898,,,210,,,Psychic,Grass,100,80,80,80,80,80,Undiscovered,,Genderless,Unnerve,,,120,https://pokemondb.net/pokedex/calyrex
Calyrex,Ice Rider,calyrex-ice,898,,,210,,,Psychic,Ice,100,165,150,85,130,50,Undiscovered,,Genderless,As One,,,120,https://pokemondb.net/pokedex/calyrex
Calyrex,Shadow Rider,calyrex-shadow,898,,,210,,,Psychic,Ghost,100,85,80,165,100,150,Undiscovered,,Genderless,As One,,,120,https://pokemondb.net/pokedex/calyrex
Wyrdeer,,wyrdeer,899,,,,,,Normal,Psychic,103,105,72,105,75,65,Field,,Equal,Intimidate,Frisk,Sap Sipper,20,https://pokemondb.net/pokedex/wyrdeer
Kleavor,,kleavor,900,,,,,,Bug,Rock,70,135,95,45,70,85,Bug,,Equal,Swarm,Sheer Force,Sharpness,20,https://pokemondb.net/pokedex/kleavor
Ursaluna,,ursaluna,901,,,,,196,Ground,Normal,130,140,105,45,80,50,Field,,Equal,Guts,Bulletproof,Unnerve,20,https://pokemondb.net/pokedex/ursaluna
Ursaluna,Bloodmoon,ursaluna-bloodmoon,901,,,,,196,Ground,Normal,113,70,120,135,65,52,Field,,Equal,Mind's Eye,,,20,https://pokemondb.net/pokedex/ursaluna
Basculegion,Male,basculegion-male,902,,,,,195,Water,Ghost,120,112,65,80,75,78,Water 2,,Male only,Swift Swim,Adaptability,Mold Breaker,20,https://pokemondb.net/pokedex/basculegion
Basculegion,Female,basculegion-female,902,,,,,195,Water,Ghost,120,92,65,100,75,78,Water 2,,Male only,Swift Swim,Adaptability,Mold Breaker,20,https://pokemondb.net/pokedex/basculegion
Sneasler,,sneasler,903,,,,,,Fighting,Poison,80,130,60,40,80,120,Field,,Equal,Pressure,Unburden,Poison Touch,20,https://pokemondb.net/pokedex/sneasler
Overqwil,,overqwil,904,,,,,,Dark,Poison,85,115,95,65,65,85,Water 2,,Equal,Poison Point,Swift Swim,Intimidate,20,https://pokemondb.net/pokedex/overqwil
Enamorus,Incarnate Forme,enamorus-incarnate,905,,,,,,Fairy,Flying,74,115,70,135,80,106,Undiscovered,,Female only,Cute Charm,,Contrary,20,https://pokemondb.net/pokedex/enamorus
Enamorus,Therian Forme,enamorus-therian,905,,,,,,Fairy,Flying,74,115,110,135,100,46,Undiscovered,,Female only,Overcoat,,,20,https://pokemondb.net/pokedex/enamorus
Sprigatito,,sprigatito,906,,,,1,,Grass,,40,61,54,45,45,65,Field,Grass,Male 7:1,Overgrow,,Protean,20,https://pokemondb.net/pokedex/sprigatito
Floragato,,floragato,907,,,,2,,Grass,,61,80,63,60,63,83,Field,Grass,Male 7:1,Overgrow,,Protean,20,https://pokemondb.net/pokedex/floragato
Meowscarada,,meowscarada,908,,,,3,,Grass,Dark,76,110,70,81,70,123,Field,Grass,Male 7:1,Overgrow,,Protean,20,https://pokemondb.net/pokedex/meowscarada
Fuecoco,,fuecoco,909,,,,4,,Fire,,67,45,59,63,40,36,Field,,Male 7:1,Blaze,,Unaware,20,https://pokemondb.net/pokedex/fuecoco
Crocalor,,crocalor,910,,,,5,,Fire,,81,55,78,90,58,49,Field,,Male 7:1,Blaze,,Unaware,20,https://pokemondb.net/pokedex/crocalor
Skeledirge,,skeledirge,911,,,,6,,Fire,Ghost,104,75,100,110,75,66,Field,,Male 7:1,Blaze,,Unaware,20,https://pokemondb.net/pokedex/skeledirge
Quaxly,,quaxly,912,,,,7,,Water,,55,65,45,50,45,50,Flying,Water 1,Male 7:1,Torrent,,Moxie,20,https://pokemondb.net/pokedex/quaxly
Quaxwell,,quaxwell,913,,,,8,,Water,,70,85,65,65,60,65,Flying,Water 1,Male 7:1,Torrent,,Moxie,20,https://pokemondb.net/pokedex/quaxwell
Quaquaval,,quaquaval,914,,,,9,,Water,Fighting,85,120,80,85,75,85,Flying,Water 1,Male 7:1,Torrent,,Moxie,20,https://pokemondb.net/pokedex/quaquaval
Lechonk,,lechonk,915,,,,10,,Normal,,54,45,40,35,45,35,Field,,Equal,Aroma Veil,Gluttony,Thick Fat,15,https://pokemondb.net/pokedex/lechonk
Oinkologne,Male,oinkologne-male,916,,,,11,,Normal,,110,100,75,59,80,65,Field,,Male only,Lingering Aroma,Gluttony,Thick Fat,15,https://pokemondb.net/pokedex/oinkologne
Oinkologne,Female,oinkologne-female,916,,,,11,,Normal,,115,90,70,59,90,65,Field,,Male only,Aroma Veil,Gluttony,Thick Fat,15,https://pokemondb.net/pokedex/oinkologne
Tarountula,,tarountula,917,,,,12,,Bug,,35,41,45,29,40,20,Bug,,Equal,Insomnia,,Stakeout,15,https://pokemondb.net/pokedex/tarountula
Spidops,,spidops,918,,,,13,,Bug,,60,79,92,52,86,35,Bug,,Equal,Insomnia,,Stakeout,15,https://pokemondb.net/pokedex/spidops
Nymble,,nymble,919,,,,14,,Bug,,33,46,40,21,25,45,Bug,,Equal,Swarm,,Tinted Lens,20,https://pokemondb.net/pokedex/nymble
Lokix,,lokix,920,,,,15,,Bug,Dark,71,102,78,52,55,92,Bug,,Equal,Swarm,,Tinted Lens,20,https://pokemondb.net/pokedex/lokix
Pawmi,,pawmi,921,,,,22,,Electric,,45,50,20,40,25,60,Field,,Equal,Static,Natural Cure,Iron Fist,15,https://pokemondb.net/pokedex/pawmi
Pawmo,,pawmo,922,,,,23,,Electric,Fighting,60,75,40,50,40,85,Field,,Equal,Volt Absorb,Natural Cure,Iron Fist,15,https://pokemondb.net/pokedex/pawmo
Pawmot,,pawmot,923,,,,24,,Electric,Fighting,70,115,70,70,60,105,Field,,Equal,Volt Absorb,Natural Cure,Iron Fist,15,https://pokemondb.net/pokedex/pawmot
Tandemaus,,tandemaus,924,,,,71,97,Normal,,50,50,45,40,45,75,Fairy,Field,Genderless,Run Away,Pickup,Own Tempo,10,https://pokemondb.net/pokedex/tandemaus
Maushold,Family of Four,maushold-family-of-four,925,,,,72,98,Normal,,74,75,70,65,75,111,Fairy,Field,Genderless,Friend Guard,Cheek Pouch,Technician,10,https://pokemondb.net/pokedex/maushold
Maushold,Family of Three,maushold-family-of-three,925,,,,72,98,Normal,,74,75,70,65,75,111,Fairy,Field,Genderless,Friend Guard,Cheek Pouch,Technician,10,https://pokemondb.net/pokedex/maushold
Fidough,,fidough,926,,,,76,,Fairy,,37,55,70,30,55,65,Field,Mineral,Equal,Own Tempo,,Klutz,20,https://pokemondb.net/pokedex/fidough
Dachsbun,,dachsbun,927,,,,77,,Fairy,,57,80,115,50,80,95,Field,Mineral,Equal,Well-Baked Body,,Aroma Veil,20,https://pokemondb.net/pokedex/dachsbun
Smoliv,,smoliv,928,,,,84,,Grass,Normal,41,35,45,58,51,30,Grass,,Equal,Early Bird,,Harvest,20,https://pokemondb.net/pokedex/smoliv
Dolliv,,dolliv,929,,,,85,,Grass,Normal,52,53,60,78,78,33,Grass,,Equal,Early Bird,,Harvest,20,https://pokemondb.net/pokedex/dolliv
Arboliva,,arboliva,930,,,,86,,Grass,Normal,78,69,90,125,109,39,Grass,,Equal,Seed Sower,,Harvest,20,https://pokemondb.net/pokedex/arboliva
Squawkabilly,Green Plumage,squawkabilly-green,931,,,,113,,Normal,Flying,82,96,51,45,51,92,Flying,,Equal,Intimidate,Hustle,Guts,15,https://pokemondb.net/pokedex/squawkabilly
Squawkabilly,Blue Plumage,squawkabilly-blue,931,,,,113,,Normal,Flying,82,96,51,45,51,92,Flying,,Equal,Intimidate,Hustle,Guts,15,https://pokemondb.net/pokedex/squawkabilly
Squawkabilly,Yellow Plumage,squawkabilly-yellow,931,,,,113,,Normal,Flying,82,96,51,45,51,92,Flying,,Equal,Intimidate,Hustle,Sheer Force,15,https://pokemondb.net/pokedex/squawkabilly
Squawkabilly,White Plumage,squawkabilly-white,931,,,,113,,Normal,Flying,82,96,51,45,51,92,Flying,,Equal,Intimidate,Hustle,Sheer Force,15,https://pokemondb.net/pokedex/squawkabilly
Nacli,,nacli,932,,,,129,,Rock,,55,55,75,35,35,25,Mineral,,Equal,Purifying Salt,Sturdy,Clear Body,20,https://pokemondb.net/pokedex/nacli
Naclstack,,naclstack,933,,,,130,,Rock,,60,60,100,35,65,35,Mineral,,Equal,Purifying Salt,Sturdy,Clear Body,20,https://pokemondb.net/pokedex/naclstack
Garganacl,,garganacl,934,,,,131,,Rock,,100,100,130,45,90,35,Mineral,,Equal,Purifying Salt,Sturdy,Clear Body,20,https://pokemondb.net/pokedex/garganacl
Charcadet,,charcadet,935,,,,165,,Fire,,40,50,40,50,40,35,Human-Like,,Equal,Flash Fire,,Flame Body,35,https://pokemondb.net/pokedex/charcadet
Armarouge,,armarouge,936,,,,166,,Fire,Psychic,85,60,100,125,80,75,Human-Like,,Equal,Flash Fire,,Weak Armor,35,https://pokemondb.net/pokedex/armarouge
Ceruledge,,ceruledge,937,,,,167,,Fire,Ghost,75,125,80,60,100,85,Human-Like,,Equal,Flash Fire,,Weak Armor,35,https://pokemondb.net/pokedex/ceruledge
Tadbulb,,tadbulb,938,,,,170,,Electric,,61,31,41,59,35,45,Water 1,,Equal,Own Tempo,Static,Damp,20,https://pokemondb.net/pokedex/tadbulb
Bellibolt,,bellibolt,939,,,,171,,Electric,,109,64,91,103,83,45,Water 1,,Equal,Electromorphosis,Static,Damp,20,https://pokemondb.net/pokedex/bellibolt
Wattrel,,wattrel,940,,,,177,,Electric,Flying,40,40,35,55,40,70,Flying,Water 1,Equal,Wind Power,Volt Absorb,Competitive,20,https://pokemondb.net/pokedex/wattrel
Kilowattrel,,kilowattrel,941,,,,178,,Electric,Flying,70,70,60,105,60,125,Flying,Water 1,Equal,Wind Power,Volt Absorb,Competitive,20,https://pokemondb.net/pokedex/kilowattrel
Maschiff,,maschiff,942,,,,196,,Dark,,60,78,60,40,51,51,Field,,Equal,Intimidate,Run Away,Stakeout,20,https://pokemondb.net/pokedex/maschiff
Mabosstiff,,mabosstiff,943,,,,197,,Dark,,80,120,90,60,70,85,Field,,Equal,Intimidate,Guard Dog,Stakeout,20,https://pokemondb.net/pokedex/mabosstiff
Shroodle,,shroodle,944,,,,202,,Poison,Normal,40,65,35,40,35,75,Field,,Equal,Unburden,Pickpocket,Prankster,20,https://pokemondb.net/pokedex/shroodle
Grafaiai,,grafaiai,945,,,,203,,Poison,Normal,63,95,65,80,72,110,Field,,Equal,Unburden,Poison Touch,Prankster,20,https://pokemondb.net/pokedex/grafaiai
Bramblin,,bramblin,946,,,,242,,Grass,Ghost,40,65,30,45,35,60,Grass,,Equal,Wind Rider,,Infiltrator,20,https://pokemondb.net/pokedex/bramblin
Brambleghast,,brambleghast,947,,,,243,,Grass,Ghost,55,115,70,80,70,90,Grass,,Equal,Wind Rider,,Infiltrator,20,https://pokemondb.net/pokedex/brambleghast
Toedscool,,toedscool,948,,,,244,74,Ground,Grass,40,40,35,50,100,70,Grass,,Equal,Mycelium Might,,,20,https://pokemondb.net/pokedex/toedscool
Toedscruel,,toedscruel,949,,,,245,75,Ground,Grass,80,70,65,80,120,100,Grass,,Equal,Mycelium Might,,,20,https://pokemondb.net/pokedex/toedscruel
Klawf,,klawf,950,,,,249,,Rock,,70,100,115,35,55,75,Water 3,,Equal,Anger Shell,Shell Armor,Regenerator,35,https://pokemondb.net/pokedex/klawf
Capsakid,,capsakid,951,,,,250,,Grass,,50,62,40,62,40,50,Grass,,Equal,Chlorophyll,Insomnia,Klutz,20,https://pokemondb.net/pokedex/capsakid
Scovillain,,scovillain,952,,,,251,,Grass,Fire,65,108,65,108,65,75,Grass,,Equal,Chlorophyll,Insomnia,Moody,20,https://pokemondb.net/pokedex/scovillain
Rellor,,rellor,953,,,,254,,Bug,,41,50,60,31,58,30,Bug,,Equal,Compound Eyes,,Shed Skin,20,https://pokemondb.net/pokedex/rellor
Rabsca,,rabsca,954,,,,255,,Bug,Psychic,75,50,85,115,100,45,Bug,,Equal,Synchronize,,Telepathy,20,https://pokemondb.net/pokedex/rabsca
Flittle,,flittle,955,,,,263,,Psychic,,30,35,30,55,30,75,Flying,,Equal,Anticipation,Frisk,Speed Boost,20,https://pokemondb.net/pokedex/flittle
Espathra,,espathra,956,,,,264,,Psychic,,95,60,60,101,60,105,Flying,,Equal,Opportunist,Frisk,Speed Boost,20,https://pokemondb.net/pokedex/espathra
Tinkatink,,tinkatink,957,,,,279,,Fairy,Steel,50,45,45,35,64,58,Fairy,,Female only,Mold Breaker,Own Tempo,Pickpocket,20,https://pokemondb.net/pokedex/tinkatink
Tinkatuff,,tinkatuff,958,,,,280,,Fairy,Steel,65,55,55,45,82,78,Fairy,,Female only,Mold Breaker,Own Tempo,Pickpocket,20,https://pokemondb.net/pokedex/tinkatuff
Tinkaton,,tinkaton,959,,,,281,,Fairy,Steel,85,75,77,70,105,94,Fairy,,Female only,Mold Breaker,Own Tempo,Pickpocket,20,https://pokemondb.net/pokedex/tinkaton
Wiglett,,wiglett,960,,,,288,,Water,,10,55,25,35,25,95,Water 3,,Equal,Gooey,Rattled,Sand Veil,20,https://pokemondb.net/pokedex/wiglett
Wugtrio,,wugtrio,961,,,,289,,Water,,35,100,50,50,70,120,Water 3,,Equal,Gooey,Rattled,Sand Veil,20,https://pokemondb.net/pokedex/wugtrio
Bombirdier,,bombirdier,962,,,,290,134,Flying,Dark,70,103,85,60,85,82,Flying,,Equal,Big Pecks,Keen Eye,Rocky Payload,35,https://pokemondb.net/pokedex/bombirdier
Finizen,,finizen,963,,,,291,,Water,,70,45,40,45,40,75,Field,Water 2,Equal,Water Veil,,,40,https://pokemondb.net/pokedex/finizen
Palafin,Zero Form,palafin-zero,964,,,,292,,Water,,100,70,72,53,62,100,Field,Water 2,Equal,Zero to Hero,,,40,https://pokemondb.net/pokedex/palafin
Palafin,Hero Form,palafin-hero,964,,,,292,,Water,,100,160,97,106,87,100,Field,Water 2,Equal,Zero to Hero,,,40,https://pokemondb.net/pokedex/palafin
Varoom,,varoom,965,,,,293,,Steel,Poison,45,70,63,30,45,47,Mineral,,Equal,Overcoat,,Slow Start,20,https://pokemondb.net/pokedex/varoom
Revavroom,,revavroom,966,,,,294,,Steel,Poison,80,119,90,54,67,90,Mineral,,Equal,Overcoat,,Filter,20,https://pokemondb.net/pokedex/revavroom
